Ríkisfang,Ár,Landsvæði,Mánuður,Value0
Indland,2013,Norðurland,Febrúar,29
Indland,2013,Norðurland,Mars,2
Indland,2013,Norðurland,Apríl,3
Indland,2013,Norðurland,Maí,40
Indland,2013,Norðurland,Júní,65
Indland,2013,Norðurland,Júlí,81
Indland,2013,Norðurland,Ágúst,56
Indland,2013,Norðurland,September,14
Indland,2013,Norðurland,Október,17
Indland,2013,Norðurland,Nóvember,..
Indland,2013,Norðurland,Desember,3
Indland,2013,Austurland,Allir,288
Indland,2013,Austurland,Janúar,..
Indland,2013,Austurland,Febrúar,6
Indland,2013,Austurland,Mars,20
Indland,2013,Austurland,Apríl,21
Indland,2013,Austurland,Maí,65
Indland,2013,Austurland,Júní,68
Indland,2013,Austurland,Júlí,47
Indland,2013,Austurland,Ágúst,19
Indland,2013,Austurland,September,21
Indland,2013,Austurland,Október,19
Indland,2013,Austurland,Nóvember,2
Indland,2013,Austurland,Desember,..
Indland,2013,Suðurland,Allir,447
Indland,2013,Suðurland,Janúar,..
Indland,2013,Suðurland,Febrúar,39
Indland,2013,Suðurland,Mars,14
Indland,2013,Suðurland,Apríl,12
Indland,2013,Suðurland,Maí,22
Indland,2013,Suðurland,Júní,42
Indland,2013,Suðurland,Júlí,44
Indland,2013,Suðurland,Ágúst,121
Indland,2013,Suðurland,September,12
Indland,2013,Suðurland,Október,27
Indland,2013,Suðurland,Nóvember,89
Indland,2013,Suðurland,Desember,25
Ísrael,2014,Allt landið,Allir,24584
Ísrael,2014,Allt landið,Janúar,238
Ísrael,2014,Allt landið,Febrúar,95
Ísrael,2014,Allt landið,Mars,81
Ísrael,2014,Allt landið,Apríl,433
Ísrael,2014,Allt landið,Maí,310
Ísrael,2014,Allt landið,Júní,2935
Ísrael,2014,Allt landið,Júlí,7827
Ísrael,2014,Allt landið,Ágúst,9597
Ísrael,2014,Allt landið,September,1478
Ísrael,2014,Allt landið,Október,524
Ísrael,2014,Allt landið,Nóvember,976
Ísrael,2014,Allt landið,Desember,90
Ísrael,2014,Höfuðborgarsvæði,Allir,5357
Ísrael,2014,Höfuðborgarsvæði,Janúar,96
Ísrael,2014,Höfuðborgarsvæði,Febrúar,71
Ísrael,2014,Höfuðborgarsvæði,Mars,39
Ísrael,2014,Höfuðborgarsvæði,Apríl,130
Ísrael,2014,Höfuðborgarsvæði,Maí,133
Ísrael,2014,Höfuðborgarsvæði,Júní,528
Ísrael,2014,Höfuðborgarsvæði,Júlí,1098
Ísrael,2014,Höfuðborgarsvæði,Ágúst,1724
Ísrael,2014,Höfuðborgarsvæði,September,299
Ísrael,2014,Höfuðborgarsvæði,Október,252
Ísrael,2014,Höfuðborgarsvæði,Nóvember,944
Ísrael,2014,Höfuðborgarsvæði,Desember,43
Ísrael,2014,"Vesturland, Vestfirðir",Allir,..
Ísrael,2014,"Vesturland, Vestfirðir",Janúar,..
Ísrael,2014,"Vesturland, Vestfirðir",Febrúar,..
Ísrael,2014,"Vesturland, Vestfirðir",Mars,..
Ísrael,2014,"Vesturland, Vestfirðir",Apríl,..
Ísrael,2014,"Vesturland, Vestfirðir",Maí,..
Ísrael,2014,"Vesturland, Vestfirðir",Júní,..
Ísrael,2014,"Vesturland, Vestfirðir",Júlí,..
Ísrael,2014,"Vesturland, Vestfirðir",Ágúst,..
Ísrael,2014,"Vesturland, Vestfirðir",September,..
Ísrael,2014,"Vesturland, Vestfirðir",Október,..
Ísrael,2014,"Vesturland, Vestfirðir",Nóvember,..
Ísrael,2014,"Vesturland, Vestfirðir",Desember,..
Ísrael,2014,Suðurnes,Allir,1108
Ísrael,2014,Suðurnes,Janúar,5
Ísrael,2014,Suðurnes,Febrúar,8
Ísrael,2014,Suðurnes,Mars,3
Ísrael,2014,Suðurnes,Apríl,11
Ísrael,2014,Suðurnes,Maí,20
Ísrael,2014,Suðurnes,Júní,172
Ísrael,2014,Suðurnes,Júlí,303
Ísrael,2014,Suðurnes,Ágúst,384
Ísrael,2014,Suðurnes,September,159
Ísrael,2014,Suðurnes,Október,34
Ísrael,2014,Suðurnes,Nóvember,7
Ísrael,2014,Suðurnes,Desember,2
Ísrael,2014,"Vesturland, Vestfirðir",Allir,1532
Ísrael,2014,"Vesturland, Vestfirðir",Janúar,34
Ísrael,2014,"Vesturland, Vestfirðir",Febrúar,4
Ísrael,2014,"Vesturland, Vestfirðir",Mars,2
Ísrael,2014,"Vesturland, Vestfirðir",Apríl,38
Ísrael,2014,"Vesturland, Vestfirðir",Maí,25
Ísrael,2014,"Vesturland, Vestfirðir",Júní,127
Ísrael,2014,"Vesturland, Vestfirðir",Júlí,619
Ísrael,2014,"Vesturland, Vestfirðir",Ágúst,562
Ísrael,2014,"Vesturland, Vestfirðir",September,54
Ísrael,2014,"Vesturland, Vestfirðir",Október,53
Ísrael,2014,"Vesturland, Vestfirðir",Nóvember,4
Ísrael,2014,"Vesturland, Vestfirðir",Desember,10
Ísrael,2014,Norðurland,Allir,6540
Ísrael,2014,Norðurland,Janúar,80
Ísrael,2014,Norðurland,Febrúar,..
Ísrael,2014,Norðurland,Mars,1
Ísrael,2014,Norðurland,Apríl,88
Ísrael,2014,Norðurland,Maí,43
Ísrael,2014,Norðurland,Júní,681
Ísrael,2014,Norðurland,Júlí,2197
Ísrael,2014,Norðurland,Ágúst,2858
Ísrael,2014,Norðurland,September,533
Ísrael,2014,Norðurland,Október,55
Ísrael,2014,Norðurland,Nóvember,..
Ísrael,2014,Norðurland,Desember,4
Ísrael,2014,Austurland,Allir,4057
Ísrael,2014,Austurland,Janúar,..
Ísrael,2014,Austurland,Febrúar,6
Ísrael,2014,Austurland,Mars,21
Ísrael,2014,Austurland,Apríl,77
Ísrael,2014,Austurland,Maí,33
Ísrael,2014,Austurland,Júní,486
Ísrael,2014,Austurland,Júlí,1657
Ísrael,2014,Austurland,Ágúst,1572
Ísrael,2014,Austurland,September,159
Ísrael,2014,Austurland,Október,39
Ísrael,2014,Austurland,Nóvember,7
Ísrael,2014,Austurland,Desember,..
Ísrael,2014,Suðurland,Allir,5990
Ísrael,2014,Suðurland,Janúar,23
Ísrael,2014,Suðurland,Febrúar,6
Ísrael,2014,Suðurland,Mars,15
Ísrael,2014,Suðurland,Apríl,89
Ísrael,2014,Suðurland,Maí,56
Ísrael,2014,Suðurland,Júní,941
Ísrael,2014,Suðurland,Júlí,1953
Ísrael,2014,Suðurland,Ágúst,2497
Ísrael,2014,Suðurland,September,274
Ísrael,2014,Suðurland,Október,91
Ísrael,2014,Suðurland,Nóvember,14
Ísrael,2014,Suðurland,Desember,31
Ísrael,2013,Allt landið,Allir,24005
Ísrael,2013,Allt landið,Janúar,107
Ísrael,2013,Allt landið,Febrúar,109
Ísrael,2013,Allt landið,Mars,177
Ísrael,2013,Allt landið,Apríl,151
Ísrael,2013,Allt landið,Maí,434
Ísrael,2013,Allt landið,Júní,2201
Ísrael,2013,Allt landið,Júlí,9821
Ísrael,2013,Allt landið,Ágúst,8006
Ísrael,2013,Allt landið,September,2573
Ísrael,2013,Allt landið,Október,212
Ísrael,2013,Allt landið,Nóvember,114
Ísrael,2013,Allt landið,Desember,100
Ísrael,2013,Höfuðborgarsvæði,Allir,4285
Ísrael,2013,Höfuðborgarsvæði,Janúar,22
Ísrael,2013,Höfuðborgarsvæði,Febrúar,66
Ísrael,2013,Höfuðborgarsvæði,Mars,54
Ísrael,2013,Höfuðborgarsvæði,Apríl,71
Ísrael,2013,Höfuðborgarsvæði,Maí,73
Ísrael,2013,Höfuðborgarsvæði,Júní,320
Ísrael,2013,Höfuðborgarsvæði,Júlí,1158
Ísrael,2013,Höfuðborgarsvæði,Ágúst,1830
Ísrael,2013,Höfuðborgarsvæði,September,464
Ísrael,2013,Höfuðborgarsvæði,Október,54
Ísrael,2013,Höfuðborgarsvæði,Nóvember,85
Ísrael,2013,Höfuðborgarsvæði,Desember,88
Ísrael,2013,"Vesturland, Vestfirðir",Allir,..
Ísrael,2013,"Vesturland, Vestfirðir",Janúar,..
Ísrael,2013,"Vesturland, Vestfirðir",Febrúar,..
Ísrael,2013,"Vesturland, Vestfirðir",Mars,..
Ísrael,2013,"Vesturland, Vestfirðir",Apríl,..
Ísrael,2013,"Vesturland, Vestfirðir",Maí,..
Ísrael,2013,"Vesturland, Vestfirðir",Júní,..
Ísrael,2013,"Vesturland, Vestfirðir",Júlí,..
Ísrael,2013,"Vesturland, Vestfirðir",Ágúst,..
Ísrael,2013,"Vesturland, Vestfirðir",September,..
Ísrael,2013,"Vesturland, Vestfirðir",Október,..
Ísrael,2013,"Vesturland, Vestfirðir",Nóvember,..
Ísrael,2013,"Vesturland, Vestfirðir",Desember,..
Ísrael,2013,Suðurnes,Allir,694
Ísrael,2013,Suðurnes,Janúar,5
Ísrael,2013,Suðurnes,Febrúar,14
Ísrael,2013,Suðurnes,Mars,9
Ísrael,2013,Suðurnes,Apríl,2
Ísrael,2013,Suðurnes,Maí,3
Ísrael,2013,Suðurnes,Júní,58
Ísrael,2013,Suðurnes,Júlí,338
Ísrael,2013,Suðurnes,Ágúst,239
Ísrael,2013,Suðurnes,September,23
Ísrael,2013,Suðurnes,Október,3
Ísrael,2013,Suðurnes,Nóvember,..
Ísrael,2013,Suðurnes,Desember,..
Ísrael,2013,"Vesturland, Vestfirðir",Allir,1982
Ísrael,2013,"Vesturland, Vestfirðir",Janúar,2
Ísrael,2013,"Vesturland, Vestfirðir",Febrúar,10
Ísrael,2013,"Vesturland, Vestfirðir",Mars,18
Ísrael,2013,"Vesturland, Vestfirðir",Apríl,2
Ísrael,2013,"Vesturland, Vestfirðir",Maí,38
Ísrael,2013,"Vesturland, Vestfirðir",Júní,267
Ísrael,2013,"Vesturland, Vestfirðir",Júlí,738
Ísrael,2013,"Vesturland, Vestfirðir",Ágúst,503
Ísrael,2013,"Vesturland, Vestfirðir",September,382
Ísrael,2013,"Vesturland, Vestfirðir",Október,6
Ísrael,2013,"Vesturland, Vestfirðir",Nóvember,12
Ísrael,2013,"Vesturland, Vestfirðir",Desember,4
Ísrael,2013,Norðurland,Allir,6973
Ísrael,2013,Norðurland,Janúar,48
Ísrael,2013,Norðurland,Febrúar,5
Ísrael,2013,Norðurland,Mars,10
Ísrael,2013,Norðurland,Apríl,3
Ísrael,2013,Norðurland,Maí,189
Ísrael,2013,Norðurland,Júní,639
Ísrael,2013,Norðurland,Júlí,3221
Ísrael,2013,Norðurland,Ágúst,2120
Ísrael,2013,Norðurland,September,663
Ísrael,2013,Norðurland,Október,75
Ísrael,2013,Norðurland,Nóvember,..
Ísrael,2013,Norðurland,Desember,..
Ísrael,2013,Austurland,Allir,3923
Ísrael,2013,Austurland,Janúar,28
Ísrael,2013,Austurland,Febrúar,8
Ísrael,2013,Austurland,Mars,19
Ísrael,2013,Austurland,Apríl,7
Ísrael,2013,Austurland,Maí,57
Ísrael,2013,Austurland,Júní,376
Ísrael,2013,Austurland,Júlí,1665
Ísrael,2013,Austurland,Ágúst,1242
Ísrael,2013,Austurland,September,499
Ísrael,2013,Austurland,Október,16
Ísrael,2013,Austurland,Nóvember,..
Ísrael,2013,Austurland,Desember,6
Ísrael,2013,Suðurland,Allir,6148
Ísrael,2013,Suðurland,Janúar,2
Ísrael,2013,Suðurland,Febrúar,6
Ísrael,2013,Suðurland,Mars,67
Ísrael,2013,Suðurland,Apríl,66
Ísrael,2013,Suðurland,Maí,74
Ísrael,2013,Suðurland,Júní,541
Ísrael,2013,Suðurland,Júlí,2701
Ísrael,2013,Suðurland,Ágúst,2072
Ísrael,2013,Suðurland,September,542
Ísrael,2013,Suðurland,Október,58
Ísrael,2013,Suðurland,Nóvember,17
Ísrael,2013,Suðurland,Desember,2
Önnur Asíulönd,2014,Allt landið,Allir,32981
Önnur Asíulönd,2014,Allt landið,Janúar,543
Önnur Asíulönd,2014,Allt landið,Febrúar,1176
Önnur Asíulönd,2014,Allt landið,Mars,1578
Önnur Asíulönd,2014,Allt landið,Apríl,2357
Önnur Asíulönd,2014,Allt landið,Maí,2723
Önnur Asíulönd,2014,Allt landið,Júní,6260
Önnur Asíulönd,2014,Allt landið,Júlí,6181
Önnur Asíulönd,2014,Allt landið,Ágúst,3121
Önnur Asíulönd,2014,Allt landið,September,2499
Önnur Asíulönd,2014,Allt landið,Október,2731
Önnur Asíulönd,2014,Allt landið,Nóvember,1575
Önnur Asíulönd,2014,Allt landið,Desember,2237
Önnur Asíulönd,2014,Höfuðborgarsvæði,Allir,20061
Önnur Asíulönd,2014,Höfuðborgarsvæði,Janúar,365
Önnur Asíulönd,2014,Höfuðborgarsvæði,Febrúar,663
Önnur Asíulönd,2014,Höfuðborgarsvæði,Mars,805
Önnur Asíulönd,2014,Höfuðborgarsvæði,Apríl,1319
Önnur Asíulönd,2014,Höfuðborgarsvæði,Maí,1904
Önnur Asíulönd,2014,Höfuðborgarsvæði,Júní,4441
Önnur Asíulönd,2014,Höfuðborgarsvæði,Júlí,4166
Önnur Asíulönd,2014,Höfuðborgarsvæði,Ágúst,1373
Önnur Asíulönd,2014,Höfuðborgarsvæði,September,1076
Önnur Asíulönd,2014,Höfuðborgarsvæði,Október,1468
Önnur Asíulönd,2014,Höfuðborgarsvæði,Nóvember,1044
Önnur Asíulönd,2014,Höfuðborgarsvæði,Desember,1437
Önnur Asíulönd,2014,"Vesturland, Vestfirðir",Allir,..
Önnur Asíulönd,2014,"Vesturland, Vestfirðir",Janúar,..
Önnur Asíulönd,2014,"Vesturland, Vestfirðir",Febrúar,..
Önnur Asíulönd,2014,"Vesturland, Vestfirðir",Mars,..
Önnur Asíulönd,2014,"Vesturland, Vestfirðir",Apríl,..
Önnur Asíulönd,2014,"Vesturland, Vestfirðir",Maí,..
Önnur Asíulönd,2014,"Vesturland, Vestfirðir",Júní,..
Önnur Asíulönd,2014,"Vesturland, Vestfirðir",Júlí,..
Önnur Asíulönd,2014,"Vesturland, Vestfirðir",Ágúst,..
Önnur Asíulönd,2014,"Vesturland, Vestfirðir",September,..
Önnur Asíulönd,2014,"Vesturland, Vestfirðir",Október,..
Önnur Asíulönd,2014,"Vesturland, Vestfirðir",Nóvember,..
Önnur Asíulönd,2014,"Vesturland, Vestfirðir",Desember,..
Önnur Asíulönd,2014,Suðurnes,Allir,1494
Önnur Asíulönd,2014,Suðurnes,Janúar,45
Önnur Asíulönd,2014,Suðurnes,Febrúar,69
Önnur Asíulönd,2014,Suðurnes,Mars,96
Önnur Asíulönd,2014,Suðurnes,Apríl,91
Önnur Asíulönd,2014,Suðurnes,Maí,124
Önnur Asíulönd,2014,Suðurnes,Júní,215
Önnur Asíulönd,2014,Suðurnes,Júlí,134
Önnur Asíulönd,2014,Suðurnes,Ágúst,121
Önnur Asíulönd,2014,Suðurnes,September,156
Önnur Asíulönd,2014,Suðurnes,Október,219
Önnur Asíulönd,2014,Suðurnes,Nóvember,115
Önnur Asíulönd,2014,Suðurnes,Desember,109
Önnur Asíulönd,2014,"Vesturland, Vestfirðir",Allir,740
Önnur Asíulönd,2014,"Vesturland, Vestfirðir",Janúar,13
Önnur Asíulönd,2014,"Vesturland, Vestfirðir",Febrúar,30
Önnur Asíulönd,2014,"Vesturland, Vestfirðir",Mars,55
Önnur Asíulönd,2014,"Vesturland, Vestfirðir",Apríl,47
Önnur Asíulönd,2014,"Vesturland, Vestfirðir",Maí,21
Önnur Asíulönd,2014,"Vesturland, Vestfirðir",Júní,84
Önnur Asíulönd,2014,"Vesturland, Vestfirðir",Júlí,61
Önnur Asíulönd,2014,"Vesturland, Vestfirðir",Ágúst,59
Önnur Asíulönd,2014,"Vesturland, Vestfirðir",September,113
Önnur Asíulönd,2014,"Vesturland, Vestfirðir",Október,92
Önnur Asíulönd,2014,"Vesturland, Vestfirðir",Nóvember,70
Önnur Asíulönd,2014,"Vesturland, Vestfirðir",Desember,95
Önnur Asíulönd,2014,Norðurland,Allir,2832
Önnur Asíulönd,2014,Norðurland,Janúar,46
Önnur Asíulönd,2014,Norðurland,Febrúar,66
Önnur Asíulönd,2014,Norðurland,Mars,97
Önnur Asíulönd,2014,Norðurland,Apríl,170
Önnur Asíulönd,2014,Norðurland,Maí,229
Önnur Asíulönd,2014,Norðurland,Júní,370
Önnur Asíulönd,2014,Norðurland,Júlí,502
Önnur Asíulönd,2014,Norðurland,Ágúst,454
Önnur Asíulönd,2014,Norðurland,September,343
Önnur Asíulönd,2014,Norðurland,Október,350
Önnur Asíulönd,2014,Norðurland,Nóvember,116
Önnur Asíulönd,2014,Norðurland,Desember,89
Önnur Asíulönd,2014,Austurland,Allir,2015
Önnur Asíulönd,2014,Austurland,Janúar,11
Önnur Asíulönd,2014,Austurland,Febrúar,89
Önnur Asíulönd,2014,Austurland,Mars,212
Önnur Asíulönd,2014,Austurland,Apríl,195
Önnur Asíulönd,2014,Austurland,Maí,148
Önnur Asíulönd,2014,Austurland,Júní,292
Önnur Asíulönd,2014,Austurland,Júlí,232
Önnur Asíulönd,2014,Austurland,Ágúst,322
Önnur Asíulönd,2014,Austurland,September,268
Önnur Asíulönd,2014,Austurland,Október,178
Önnur Asíulönd,2014,Austurland,Nóvember,52
Önnur Asíulönd,2014,Austurland,Desember,16
Önnur Asíulönd,2014,Suðurland,Allir,5839
Önnur Asíulönd,2014,Suðurland,Janúar,63
Önnur Asíulönd,2014,Suðurland,Febrúar,259
Önnur Asíulönd,2014,Suðurland,Mars,313
Önnur Asíulönd,2014,Suðurland,Apríl,535
Önnur Asíulönd,2014,Suðurland,Maí,297
Önnur Asíulönd,2014,Suðurland,Júní,858
Önnur Asíulönd,2014,Suðurland,Júlí,1086
Önnur Asíulönd,2014,Suðurland,Ágúst,792
Önnur Asíulönd,2014,Suðurland,September,543
Önnur Asíulönd,2014,Suðurland,Október,424
Önnur Asíulönd,2014,Suðurland,Nóvember,178
Önnur Asíulönd,2014,Suðurland,Desember,491
Önnur Asíulönd,2013,Allt landið,Allir,26803
Önnur Asíulönd,2013,Allt landið,Janúar,376
Önnur Asíulönd,2013,Allt landið,Febrúar,565
Önnur Asíulönd,2013,Allt landið,Mars,877
Önnur Asíulönd,2013,Allt landið,Apríl,1509
Önnur Asíulönd,2013,Allt landið,Maí,2267
Önnur Asíulönd,2013,Allt landið,Júní,4707
Önnur Asíulönd,2013,Allt landið,Júlí,5557
Önnur Asíulönd,2013,Allt landið,Ágúst,5975
Önnur Asíulönd,2013,Allt landið,September,1582
Önnur Asíulönd,2013,Allt landið,Október,1210
Önnur Asíulönd,2013,Allt landið,Nóvember,947
Önnur Asíulönd,2013,Allt landið,Desember,1231
Önnur Asíulönd,2013,Höfuðborgarsvæði,Allir,17323
Önnur Asíulönd,2013,Höfuðborgarsvæði,Janúar,281
Önnur Asíulönd,2013,Höfuðborgarsvæði,Febrúar,228
Önnur Asíulönd,2013,Höfuðborgarsvæði,Mars,443
Önnur Asíulönd,2013,Höfuðborgarsvæði,Apríl,705
Önnur Asíulönd,2013,Höfuðborgarsvæði,Maí,1716
Önnur Asíulönd,2013,Höfuðborgarsvæði,Júní,3223
Önnur Asíulönd,2013,Höfuðborgarsvæði,Júlí,4208
Önnur Asíulönd,2013,Höfuðborgarsvæði,Ágúst,3577
Önnur Asíulönd,2013,Höfuðborgarsvæði,September,705
Önnur Asíulönd,2013,Höfuðborgarsvæði,Október,719
Önnur Asíulönd,2013,Höfuðborgarsvæði,Nóvember,687
Önnur Asíulönd,2013,Höfuðborgarsvæði,Desember,831
Önnur Asíulönd,2013,"Vesturland, Vestfirðir",Allir,..
Önnur Asíulönd,2013,"Vesturland, Vestfirðir",Janúar,..
Önnur Asíulönd,2013,"Vesturland, Vestfirðir",Febrúar,..
Önnur Asíulönd,2013,"Vesturland, Vestfirðir",Mars,..
Önnur Asíulönd,2013,"Vesturland, Vestfirðir",Apríl,..
Önnur Asíulönd,2013,"Vesturland, Vestfirðir",Maí,..
Önnur Asíulönd,2013,"Vesturland, Vestfirðir",Júní,..
Önnur Asíulönd,2013,"Vesturland, Vestfirðir",Júlí,..
Önnur Asíulönd,2013,"Vesturland, Vestfirðir",Ágúst,..
Önnur Asíulönd,2013,"Vesturland, Vestfirðir",September,..
Önnur Asíulönd,2013,"Vesturland, Vestfirðir",Október,..
Önnur Asíulönd,2013,"Vesturland, Vestfirðir",Nóvember,..
Önnur Asíulönd,2013,"Vesturland, Vestfirðir",Desember,..
Önnur Asíulönd,2013,Suðurnes,Allir,779
Önnur Asíulönd,2013,Suðurnes,Janúar,45
Önnur Asíulönd,2013,Suðurnes,Febrúar,79
Önnur Asíulönd,2013,Suðurnes,Mars,54
Önnur Asíulönd,2013,Suðurnes,Apríl,41
Önnur Asíulönd,2013,Suðurnes,Maí,56
Önnur Asíulönd,2013,Suðurnes,Júní,33
Önnur Asíulönd,2013,Suðurnes,Júlí,94
Önnur Asíulönd,2013,Suðurnes,Ágúst,116
Önnur Asíulönd,2013,Suðurnes,September,92
Önnur Asíulönd,2013,Suðurnes,Október,69
Önnur Asíulönd,2013,Suðurnes,Nóvember,42
Önnur Asíulönd,2013,Suðurnes,Desember,58
Önnur Asíulönd,2013,"Vesturland, Vestfirðir",Allir,573
Önnur Asíulönd,2013,"Vesturland, Vestfirðir",Janúar,..
Önnur Asíulönd,2013,"Vesturland, Vestfirðir",Febrúar,2
Önnur Asíulönd,2013,"Vesturland, Vestfirðir",Mars,4
Önnur Asíulönd,2013,"Vesturland, Vestfirðir",Apríl,6
Önnur Asíulönd,2013,"Vesturland, Vestfirðir",Maí,37
Önnur Asíulönd,2013,"Vesturland, Vestfirðir",Júní,91
Önnur Asíulönd,2013,"Vesturland, Vestfirðir",Júlí,210
Önnur Asíulönd,2013,"Vesturland, Vestfirðir",Ágúst,144
Önnur Asíulönd,2013,"Vesturland, Vestfirðir",September,35
Önnur Asíulönd,2013,"Vesturland, Vestfirðir",Október,28
Önnur Asíulönd,2013,"Vesturland, Vestfirðir",Nóvember,12
Önnur Asíulönd,2013,"Vesturland, Vestfirðir",Desember,4
Önnur Asíulönd,2013,Norðurland,Allir,2169
Önnur Asíulönd,2013,Norðurland,Janúar,13
Önnur Asíulönd,2013,Norðurland,Febrúar,53
Önnur Asíulönd,2013,Norðurland,Mars,80
Önnur Asíulönd,2013,Norðurland,Apríl,51
Önnur Asíulönd,2013,Norðurland,Maí,175
Önnur Asíulönd,2013,Norðurland,Júní,486
Önnur Asíulönd,2013,Norðurland,Júlí,390
Önnur Asíulönd,2013,Norðurland,Ágúst,431
Önnur Asíulönd,2013,Norðurland,September,322
Önnur Asíulönd,2013,Norðurland,Október,68
Önnur Asíulönd,2013,Norðurland,Nóvember,48
Önnur Asíulönd,2013,Norðurland,Desember,52
Önnur Asíulönd,2013,Austurland,Allir,1947
Önnur Asíulönd,2013,Austurland,Janúar,25
Önnur Asíulönd,2013,Austurland,Febrúar,96
Önnur Asíulönd,2013,Austurland,Mars,87
Önnur Asíulönd,2013,Austurland,Apríl,251
Önnur Asíulönd,2013,Austurland,Maí,102
Önnur Asíulönd,2013,Austurland,Júní,346
Önnur Asíulönd,2013,Austurland,Júlí,214
Önnur Asíulönd,2013,Austurland,Ágúst,367
Önnur Asíulönd,2013,Austurland,September,242
Önnur Asíulönd,2013,Austurland,Október,108
Önnur Asíulönd,2013,Austurland,Nóvember,60
Önnur Asíulönd,2013,Austurland,Desember,49
Önnur Asíulönd,2013,Suðurland,Allir,4012
Önnur Asíulönd,2013,Suðurland,Janúar,12
Önnur Asíulönd,2013,Suðurland,Febrúar,107
Önnur Asíulönd,2013,Suðurland,Mars,209
Önnur Asíulönd,2013,Suðurland,Apríl,455
Önnur Asíulönd,2013,Suðurland,Maí,181
Önnur Asíulönd,2013,Suðurland,Júní,528
Önnur Asíulönd,2013,Suðurland,Júlí,441
Önnur Asíulönd,2013,Suðurland,Ágúst,1340
Önnur Asíulönd,2013,Suðurland,September,186
Önnur Asíulönd,2013,Suðurland,Október,218
Önnur Asíulönd,2013,Suðurland,Nóvember,98
Önnur Asíulönd,2013,Suðurland,Desember,237
Suður-Afríka,2014,Allt landið,Allir,1541
Suður-Afríka,2014,Allt landið,Janúar,36
Suður-Afríka,2014,Allt landið,Febrúar,63
Suður-Afríka,2014,Allt landið,Mars,108
Suður-Afríka,2014,Allt landið,Apríl,126
Suður-Afríka,2014,Allt landið,Maí,126
Suður-Afríka,2014,Allt landið,Júní,83
Suður-Afríka,2014,Allt landið,Júlí,156
Suður-Afríka,2014,Allt landið,Ágúst,329
Suður-Afríka,2014,Allt landið,September,148
Suður-Afríka,2014,Allt landið,Október,174
Suður-Afríka,2014,Allt landið,Nóvember,70
Suður-Afríka,2014,Allt landið,Desember,122
Suður-Afríka,2014,Höfuðborgarsvæði,Allir,833
Suður-Afríka,2014,Höfuðborgarsvæði,Janúar,24
Suður-Afríka,2014,Höfuðborgarsvæði,Febrúar,63
Suður-Afríka,2014,Höfuðborgarsvæði,Mars,80
Suður-Afríka,2014,Höfuðborgarsvæði,Apríl,77
Suður-Afríka,2014,Höfuðborgarsvæði,Maí,85
Suður-Afríka,2014,Höfuðborgarsvæði,Júní,60
Suður-Afríka,2014,Höfuðborgarsvæði,Júlí,72
Suður-Afríka,2014,Höfuðborgarsvæði,Ágúst,60
Suður-Afríka,2014,Höfuðborgarsvæði,September,45
Suður-Afríka,2014,Höfuðborgarsvæði,Október,100
Suður-Afríka,2014,Höfuðborgarsvæði,Nóvember,63
Suður-Afríka,2014,Höfuðborgarsvæði,Desember,104
Suður-Afríka,2014,"Vesturland, Vestfirðir",Allir,..
Suður-Afríka,2014,"Vesturland, Vestfirðir",Janúar,..
Suður-Afríka,2014,"Vesturland, Vestfirðir",Febrúar,..
Suður-Afríka,2014,"Vesturland, Vestfirðir",Mars,..
Suður-Afríka,2014,"Vesturland, Vestfirðir",Apríl,..
Suður-Afríka,2014,"Vesturland, Vestfirðir",Maí,..
Suður-Afríka,2014,"Vesturland, Vestfirðir",Júní,..
Suður-Afríka,2014,"Vesturland, Vestfirðir",Júlí,..
Suður-Afríka,2014,"Vesturland, Vestfirðir",Ágúst,..
Suður-Afríka,2014,"Vesturland, Vestfirðir",September,..
Suður-Afríka,2014,"Vesturland, Vestfirðir",Október,..
Suður-Afríka,2014,"Vesturland, Vestfirðir",Nóvember,..
Suður-Afríka,2014,"Vesturland, Vestfirðir",Desember,..
Suður-Afríka,2014,Suðurnes,Allir,39
Suður-Afríka,2014,Suðurnes,Janúar,8
Suður-Afríka,2014,Suðurnes,Febrúar,..
Suður-Afríka,2014,Suðurnes,Mars,..
Suður-Afríka,2014,Suðurnes,Apríl,..
Suður-Afríka,2014,Suðurnes,Maí,14
Suður-Afríka,2014,Suðurnes,Júní,..
Suður-Afríka,2014,Suðurnes,Júlí,..
Suður-Afríka,2014,Suðurnes,Ágúst,..
Suður-Afríka,2014,Suðurnes,September,..
Suður-Afríka,2014,Suðurnes,Október,6
Suður-Afríka,2014,Suðurnes,Nóvember,1
Suður-Afríka,2014,Suðurnes,Desember,10
Suður-Afríka,2014,"Vesturland, Vestfirðir",Allir,46
Suður-Afríka,2014,"Vesturland, Vestfirðir",Janúar,..
Suður-Afríka,2014,"Vesturland, Vestfirðir",Febrúar,..
Suður-Afríka,2014,"Vesturland, Vestfirðir",Mars,..
Suður-Afríka,2014,"Vesturland, Vestfirðir",Apríl,10
Suður-Afríka,2014,"Vesturland, Vestfirðir",Maí,9
Suður-Afríka,2014,"Vesturland, Vestfirðir",Júní,2
Suður-Afríka,2014,"Vesturland, Vestfirðir",Júlí,7
Suður-Afríka,2014,"Vesturland, Vestfirðir",Ágúst,6
Suður-Afríka,2014,"Vesturland, Vestfirðir",September,8
Suður-Afríka,2014,"Vesturland, Vestfirðir",Október,4
Suður-Afríka,2014,"Vesturland, Vestfirðir",Nóvember,..
